month,key,id,entity,shipper_price,distance,pickup_date,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,number_of_addresses,median_duration_days
"November 1, 2025",shpbc5a6e52d72e7b06,2635367,Maersk,"2,900","1,391.05","November 27, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpc03ddb9565ea155,3663147,NEBRAS ALKHALEEJ TRANSPORT CO,"2,000","1,421.14","November 18, 2025, 12:00 PM",21.83,39.41,27.03,49.55,2,3.5
"November 1, 2025",shpc157181448f6310b,2691051,Expertise,"2,300","1,481.1","November 25, 2025, 8:00 AM",23.94,38.32,26.96,49.57,2,2
"November 1, 2025",shpc2659d97cbc5fca3,8776676,Maersk,"2,900","1,391.05","November 15, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp3afb72820c2cdc71,2316909,BDP Jeddah,"6,400","1,983.79","November 15, 2025, 10:30 PM",21.33,39.19,21.28,39.19,3,5
"November 1, 2025",shpc6dc2d8a78752023,9815300,Maersk,"2,900","1,391.05","November 14, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"January 1, 2026",shpc72731c7a1d88730,7583329,AJEX,"2,800","1,450.75","January 15, 2026, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"January 1, 2026",shpcd4b0f17a48cc8e,1559908,Unilever - Maersk Arabia,"1,700",966.07,"January 14, 2026, 11:00 PM",21.48,39.17,24.62,46.86,2,2
"November 1, 2025",shpd151cb8fb1dbcf5d,5417247,Worldwide Logistics Services WLS,"2,450","1,808.47","November 18, 2025, 4:00 PM",21.26,39.19,26.43,50.18,3,3
"November 1, 2025",shpd18d7a35ac7f2666,1601058,Yaqout Ceramic Co LTD,"1,420",682.59,"November 17, 2025, 2:00 PM",23.99,38.27,26.21,43.48,2,1
"November 1, 2025",shpd1b5098f6912825c,3009459,Maersk,"2,900","1,391.05","November 29, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpd4171bbb47cd37c,8763648,Maersk,"2,900","1,391.05","November 21, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpd4315749f3892807,3205409,Maersk,"2,900","1,391.05","November 4, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpd60fedc722216bcf,2927518,Mansour Al Mousaad,"1,300",701.55,"November 4, 2025, 1:00 PM",21.28,39.19,21.28,39.19,3,2
"November 1, 2025",shpd90d643d7050863c,1892916,Maersk,"2,900","1,391.05","November 9, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpda5058fd53d12278,5378813,Maersk,"2,950","1,391.05","November 1, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"January 1, 2026",shpdb99c4fc6503e51d,5670007,AJEX,"2,800","1,450.75","January 15, 2026, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"November 1, 2025",shpdc69bcba54040c1b,9795043,NEBRAS ALKHALEEJ TRANSPORT CO,"2,000","1,421.14","November 18, 2025, 12:00 PM",21.83,39.41,27.03,49.55,2,3.5
"January 1, 2026",shpdcb012a906c791fb,4460553,AJEX,"3,900","1,141.82","January 4, 2026, 8:00 AM",24.24,47.38,17.66,42.08,2,3
"November 1, 2025",shpde543569b6ccc093,4126830,Maersk,"2,900","1,391.05","November 3, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpde6089b1303034e7,4829722,Al Iman Contracting Company,"2,400","1,361.11","November 4, 2025, 7:00 AM",21.1,39.26,26.42,50.09,2,3
"November 1, 2025",shpdf01258befdb71d4,3081297,Al Barrak Logistics,"1,100",0,"November 15, 2025, 6:00 PM",22.77,39.07,22.77,39.07,3,1
"November 1, 2025",shpe1c82e02041e0536,8943391,Maersk,"2,900","1,391.05","November 5, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpe32ae6dfbd93454f,6108584,Maersk,"3,250","1,491.62","November 26, 2025, 2:00 PM",27.08,49.69,21.26,39.2,3,3
"November 1, 2025",shpe408da1deaf10691,5522586,Maersk Hub,800,171.08,"November 23, 2025, 10:30 PM",21.3,39.15,22.53,39.12,2,1
"December 1, 2025",shp3b8d28ff73b07929,3623325,Mansour Al Mousaad,"5,500",2.84,"December 7, 2025, 10:30 PM",21.28,39.19,21.28,39.19,3,5
"November 1, 2025",shpe4397746f24738d3,5885695,Al Barrak Logistics,"1,100",0,"November 16, 2025, 6:00 PM",22.77,39.07,22.77,39.07,3,1
"November 1, 2025",shpe4eca11d285b9515,5858891,Ejar Zahid,"3,500","1,696.33","November 27, 2025, 7:00 PM",26.4,50.16,25.51,37.06,2,4
"January 1, 2026",shpe5e9e34a8ffd903,9917563,SAVOLA - Afia,"2,200","1,342.24","January 15, 2026, 8:00 AM",21.43,39.23,26.42,50.09,2,3
"November 1, 2025",shpe68db3ce6662ec43,9940492,WANG KANG CERAMICS,"1,800","1,443.82","November 10, 2025, 2:00 PM",24,38.27,26.5,49.97,2,3
"November 1, 2025",shpe7222d914316e1ee,6873038,Al Barrak Logistics,"1,100",0,"November 16, 2025, 6:00 PM",22.77,39.07,22.77,39.07,3,1
"November 1, 2025",shpe8b3358355300439,1731879,Omas Al Zahid,"1,200",69.03,"November 14, 2025, 11:00 AM",21.81,39.11,21.31,39.21,2,1
"January 1, 2026",shpe9b5e6d734b45e3c,4519275,WANG KANG CERAMICS,"1,600","1,070.7","January 15, 2026, 8:00 AM",24,38.27,24.55,46.82,2,2
"November 1, 2025",shpedd4eb6788986f7,4595033,Maersk,"2,900","1,391.05","November 9, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shpf31f66c7ba52e807,4673882,AJEX,"2,800",1.45,"November 20, 2025, 7:00 AM",26.42,50.19,22.48,39.14,2,2
"July 1, 2025",shp5d5ff7e9a96e0504,4954364,Maersk,888,31.32,"July 9, 2025, 1:00 PM",21.33,39.19,21.33,39.19,3,1
"November 1, 2025",shpf5da72d25c608677,6265252,Binzagr Logistics Company,"1,895",971.83,"November 28, 2025, 8:00 AM",21.11,39.25,24.57,46.83,2,2
"January 1, 2026",shpf69d3e442843cacf,8238468,SAVOLA - Afia,"2,200","1,342.24","January 15, 2026, 8:00 AM",21.43,39.23,26.42,50.09,2,3
"January 1, 2026",shpfda7f2d4e4d0df1c,4579034,AJEX,"3,900","1,141.8","January 5, 2026, 8:00 AM",24.24,47.38,17.66,42.08,2,3
"November 1, 2025",shpfdffefec7dc48cb2,3525907,Barha 17 - Sayyar Logistic,"1,050",485.44,"November 30, 2025, 8:00 AM",21.13,39.34,24.56,39.75,2,1
"January 1, 2026",shpfeb98efc56276470,1402558,SAVOLA - Afia,"2,200","1,342.24","January 15, 2026, 8:00 AM",21.43,39.23,26.42,50.09,2,3
"November 1, 2025",shpb794e80b1a3680a8,5771063,BDP Jeddah,"6,400","1,983.79","November 15, 2025, 10:30 PM",21.33,39.19,21.28,39.19,3,5
"December 1, 2025",shp90962dedb2659c8a,1558129,Binzagr Logistics Company,"2,800","1,387.68","December 8, 2025, 7:00 AM",25.93,49.95,21.44,39.34,2,3
"December 1, 2025",shp95796ad5c6f771cf,2666199,Mansour Al Mousaad,"5,500","2,841.2","December 8, 2025, 10:00 AM",21.28,39.19,21.28,39.19,3,5
"December 1, 2025",shp9d8f2e8a26162c3a,9558172,Binzagr Logistics Company,"2,800","1,387.68","December 8, 2025, 7:00 AM",25.93,49.95,21.44,39.34,2,3
"November 1, 2025",shp4384fef547753cbd,9736241,Maersk,"2,900","1,391.05","November 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"October 1, 2025",shp4c83de413cb2346,5701946,F & F Enterprises PTE LTD,"1,350",223.47,"October 12, 2025, 4:30 PM",26.44,50.19,26.43,50.18,3,5
"August 1, 2025",shpd7d3cac68aed41ba,3705991,Maersk,"4,100","1,465.55","August 9, 2025, 6:00 PM",26.89,49.49,21.28,39.19,3,3
"November 1, 2025",shp4847df67b23c9d5d,5834962,Maersk,"2,900","1,391.05","November 3, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"January 1, 2026",shp659a5a5e052c914d,8775163,Solb Steel,"2,959","1,173.09","January 13, 2026, 8:00 AM",17.3,42.35,24.72,46.16,2,3
"November 1, 2025",shp8828337b93822501,8954075,Maersk,"2,900","1,391.05","November 22, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp9744abd02d23c7a,9707398,Demas United Trading Company,"5,000","3,357.76","November 3, 2025, 3:00 PM",26.44,50.19,26.44,50.19,3,7
"January 1, 2026",shpaa06ca9c8126bd23,6876496,AJEX,"3,900","1,142.24","January 5, 2026, 8:00 AM",24.24,47.38,17.66,42.08,2,3
"October 1, 2025",shpba98621cc2a2e29a,1424678,F & F Enterprises PTE LTD,"1,350",223.47,"October 12, 2025, 4:30 PM",26.44,50.19,26.43,50.18,3,5
"November 1, 2025",shpfd8e29aefac2e62,9647343,Yaqout Ceramic Co LTD,800,313.19,"November 28, 2025, 10:30 AM",23.99,38.27,21.53,39.16,2,2
"November 1, 2025",shpd2f8c1b2ee1bf6f5,8377450,Maersk,"2,900","1,391.05","November 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"October 1, 2025",shpf2550bdf2be359e3,3758449,Maersk,"2,950","1,391.05","October 31, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"January 1, 2026",shpb4e1833a6b66b61b,5827749,Solb Steel,"2,959","1,173.09","January 16, 2026, 10:30 PM",17.3,42.35,24.72,46.16,2,3
"July 1, 2025",shp27b0e7f6232ccbef,2415595,Maersk,888,31.32,"July 12, 2025, 1:00 PM",21.33,39.19,21.33,39.19,3,1
"August 1, 2025",shp660ab8c8c56e646e,6199863,WANG KANG CERAMICS,"1,800","1,443.82","August 2, 2025, 8:00 PM",24,38.27,26.5,49.97,2,3
"November 1, 2025",shpd11b6890c938dee4,7508434,Saudi Paper Manufacturing SPM,"2,600","1,363.21","November 29, 2025, 11:00 AM",26.26,49.98,21.5,39.2,2,3
"December 1, 2025",shp63f9a70c38a864e,7177767,Binzagr Logistics Company,700,16.98,"December 20, 2025, 1:30 PM",24.62,46.86,24.59,46.75,2,1.5
"November 1, 2025",shpdb38a8eb6ee2c5f2,1666465,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"July 1, 2025",shpa1fea7e45355db48,6924693,Delmon,"2,150",1.11,"July 27, 2025, 3:00 PM",24.88,47.01,22.77,39.07,2,2.5
"January 1, 2026",shp22cb5c621920d3a5,6702000,SAVOLA - Afia,"1,790",940.36,"January 13, 2026, 8:00 AM",21.43,39.23,24.71,46.68,2,2
"December 1, 2025",shp2cba5de6b9b84955,3380183,Unilever - Maersk Arabia,"1,700",964.24,"December 6, 2025, 10:30 PM",21.48,39.17,24.62,46.86,2,2
"September 1, 2025",shp77ada8bf2b511c50,6018778,Maersk,"3,660","1,467.99","September 14, 2025, 9:00 PM",26.89,49.49,21.28,39.19,3,3
"August 1, 2025",shpac7a879013276cf4,4772597,Maersk,"1,943",677.57,"August 21, 2025, 12:00 PM",21.42,39.19,21.28,39.19,3,2
"December 1, 2025",shp9658003d84149e5c,9217002,AJEX,"2,800","1,450.75","December 7, 2025, 8:00 AM",26.42,50.19,22.48,39.14,2,2
"January 1, 2026",shp3e819527c641a8ce,1227366,SAVOLA - Afia,"1,790",940.36,"January 22, 2026, 8:00 AM",21.43,39.23,24.71,46.68,2,2
"January 1, 2026",shpa9c317c2856cd475,7644624,SAVOLA - Afia,"2,200","1,342.24","January 22, 2026, 8:00 AM",21.43,39.23,26.42,50.09,2,3
"August 1, 2025",shp83c696278803234a,5204813,Rental Deadlegs,1,407.17,"August 11, 2025, 7:30 PM",28.38,45.96,26.96,49.57,2,1
"August 1, 2025",shpba1c167e12bd9f4d,4361094,WANG KANG CERAMICS,"1,800","1,436.61","August 2, 2025, 8:00 PM",24,38.27,26.5,49.97,2,3
"December 1, 2025",shp15328a1fb0654f6a,4211374,NEBRAS ALKHALEEJ TRANSPORT CO,700,93.01,"December 11, 2025, 10:30 PM",27.02,49.64,26.41,50.13,2,2
"December 1, 2025",shp2272ed90b309c4f2,2358617,NEBRAS ALKHALEEJ TRANSPORT CO,"1,350",488.51,"December 8, 2025, 8:00 AM",27.13,49.57,24.71,46.68,2,1.5
"December 1, 2025",shp44694c9acf109db1,4681660,Maersk Arabia Logistics Co,750,81.69,"December 16, 2025, 10:30 PM",25.95,49.84,26.44,50.19,2,1
"November 1, 2025",shp454926c73322c3d3,4190779,BDP Jeddah,"3,850","1,421.13","November 27, 2025, 9:00 AM",26.43,50.14,21.28,39.19,3,3
"December 1, 2025",shp7fe837287ee515df,8447189,NEBRAS ALKHALEEJ TRANSPORT CO,700,93.01,"December 11, 2025, 10:30 PM",27.02,49.64,26.41,50.13,2,2
"December 1, 2025",shp8a703ce72f9a66e5,5423949,NEBRAS ALKHALEEJ TRANSPORT CO,700,93.01,"December 11, 2025, 10:30 PM",27.02,49.64,26.41,50.13,2,2
"January 1, 2026",shp9b00c49b3ff95f1e,7887539,BDP Jeddah,900,43.05,"January 19, 2026, 7:00 PM",21.28,39.19,21.28,39.19,3,2
"November 1, 2025",shpac8f36f0481f2349,4266445,BDP Jeddah,"3,850","1,421.13","November 27, 2025, 9:00 AM",26.43,50.14,21.28,39.19,3,3
"December 1, 2025",shpbbd85dbbee360436,8059447,NEBRAS ALKHALEEJ TRANSPORT CO,"1,350",488.51,"December 8, 2025, 8:00 AM",27.13,49.57,24.71,46.68,2,1.5
"December 1, 2025",shpbd0e5ab43d5ecf8b,6805498,NEBRAS ALKHALEEJ TRANSPORT CO,"1,350",488.51,"December 8, 2025, 8:00 AM",27.13,49.57,24.71,46.68,2,1.5
"December 1, 2025",shpcf57c24f543c15fa,5343370,NEBRAS ALKHALEEJ TRANSPORT CO,"1,350",488.51,"December 8, 2025, 8:00 AM",27.13,49.57,24.71,46.68,2,1.5
"January 1, 2026",shp443d53723a2d8348,7673228,Sahl Al Madar,"1,750",966.27,"January 21, 2026, 9:00 PM",21.46,39.17,24.56,46.89,2,3
"November 1, 2025",shp44487eac16013cf,4513017,Binzagr Logistics Company,"1,895",976.99,"November 15, 2025, 8:00 AM",21.11,39.25,24.62,46.86,2,2
"October 1, 2025",shp47f29046a991cdc,3229059,Maersk,"2,900","1,391.05","October 31, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"October 1, 2025",shp516402f1eba10db5,4492799,ESPAC,"2,900","1,345.11","October 20, 2025, 4:00 PM",26.28,49.96,21.49,39.19,2,2
"July 1, 2025",shp1ef782c0185b6652,9770906,Maersk,"4,100","1,457.87","July 17, 2025, 1:00 PM",26.89,49.49,21.28,39.19,3,3
"November 1, 2025",shp66e9f2df2160ee59,4963333,Binzagr Logistics Company,"1,895",976.99,"November 17, 2025, 8:00 AM",21.11,39.25,24.62,46.86,2,2
"January 1, 2026",shp6832c8d0c85f75ea,5362064,Sahl Al Madar,"1,750",966.27,"January 21, 2026, 9:00 PM",21.46,39.17,24.56,46.89,2,3
"July 1, 2025",shp3f6e34c8bb43895e,8437780,Maersk,"4,100","1,457.87","July 23, 2025, 12:00 PM",26.89,49.49,21.28,39.19,3,3
"January 1, 2026",shp683fa96e90a2e2b0,3424572,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shp76334c2ebb3fc081,7741660,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shp7be6de7716df7916,1165972,Sahl Al Madar,"2,000",665.31,"January 21, 2026, 8:00 AM",21.46,39.17,18.3,42.73,2,1
"January 1, 2026",shp7fdfa8b5ee649270,2904943,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shp92727e59dc610472,5880231,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shp9601eb446dac966d,6512270,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shp98ddc8c9f6c791f,6808813,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"November 1, 2025",shp6f5c654f399f6d32,1601442,WANG KANG CERAMICS,"1,800","1,443.82","November 26, 2025, 1:00 PM",24,38.27,26.5,49.97,2,3
"January 1, 2026",shpc9c3737868219950,5798907,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shpd28cd25c93e33a10,2933855,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shpde941bf8b75a3760,4504591,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shpee7d722593b32410,6279233,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shpf3e640866d364017,1990826,NATCO,"1,400",410.91,"January 21, 2026, 8:00 AM",21.61,39.16,24.59,39.57,2,3
"January 1, 2026",shpfc157240d0c11b08,2663303,Sahl Al Madar,"2,000",665.31,"January 21, 2026, 8:00 AM",21.46,39.17,18.3,42.73,2,1
"December 1, 2025",shp1067918d860de0f7,1759687,Maersk,"2,900","1,400.38","December 6, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp10ccc49f58d7d8d8,2390047,Maersk,"2,900","1,391.05","November 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp120803f4905afeb7,9395341,Maersk,"2,900","1,391.05","November 9, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp127ddd058f8d9463,3604084,Maersk,"2,900","1,400.38","December 13, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp156bd7ebc09790c5,7188779,Maersk,"2,900","1,400.38","December 13, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp53bf22fd5c56342a,4830698,Binzagr Logistics Company,"1,895",0.98,"December 8, 2025, 7:00 AM",21.11,39.25,24.62,46.86,2,2
"December 1, 2025",shp1a73e052d256614a,1843781,Maersk,"2,900","1,400.38","December 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp1ad2b7a79fd5e0cd,9348434,Maersk,"2,900","1,400.38","December 9, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp1b50696659153de5,4941926,Maersk,"2,900","1,400.38","December 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp1c24185a689fe1f,4740843,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp1e4427b30c8fea98,9007470,Maersk,"2,900","1,400.38","December 13, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp1f7f4a55eaff17e1,5474593,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp1f8f8a9aa36011a4,9498910,Maersk,"2,900","1,391.05","November 9, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp2006ab181565f73d,8418054,Maersk,"2,900","1,391.05","November 9, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp2192cbc23a5a4d6c,6732384,Maersk,"2,900","1,391.05","November 9, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp225360ace7f63e39,9968252,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp23906339f67eae0b,7593456,Maersk,"2,900","1,400.38","December 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp2b0ee54fa7f5e1ef,5489723,Maersk,"2,900","1,400.38","December 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"August 1, 2025",shp6fd31fc3a47fdef2,2310228,Amazon,"2,289",965.2,"August 10, 2025, 5:30 PM",21.49,39.16,24.62,46.86,2,3
"November 1, 2025",shp2cbd2e8d3f359fc9,4974762,Maersk,"2,900","1,391.05","November 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp3022dd0cf7d6b1ef,6379077,Maersk,"2,900","1,400.38","December 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp343358a92463d16a,9421817,Maersk,"2,900","1,400.38","December 4, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp366ca168e2edfbe3,3813653,Maersk,"2,900","1,391.05","November 9, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp36e36abd995be568,2126914,Maersk,"2,900","1,391.05","November 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp36fafb809dda6569,2818021,Maersk,"2,900","1,400.38","December 13, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp3f6da8da32c8b84c,9390969,Maersk,"2,900","1,400.38","December 9, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"January 1, 2026",shp430956c89a42b87d,1762506,Kanoo Logistics,"2,300",694.17,"January 21, 2026, 8:00 AM",24.54,46.9,24.23,41.73,2,1
"November 1, 2025",shp436374cc0a5ab8c8,1285022,Maersk,"2,900","1,391.05","November 9, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp46979e5cb0466cc4,2895668,Maersk,"2,900","1,400.38","December 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp4759ea335bdf4ec3,7097187,Maersk,"2,900","1,400.38","December 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp4e1195ef76b558ca,5598984,Maersk,"2,900","1,391.05","November 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp52b793367e2f798e,8406392,Maersk,"2,900","1,400.38","December 13, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp888a7b6f1a97b91f,7037059,WARAQ,"4,900","1,564.1","December 25, 2025, 8:00 AM",26.25,49.97,17.06,42.9,2,4
"November 1, 2025",shp543f52ba75653b74,5932968,Maersk,"2,900","1,391.05","November 9, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp578f5e1400bed8da,2494821,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp5abb4362189dd817,7555110,Binzagr Logistics Company,700,16.98,"December 21, 2025, 7:00 PM",24.62,46.86,24.59,46.75,2,1.5
"November 1, 2025",shp5d95e8ba0411c94,6907233,Maersk,"2,900","1,391.05","November 5, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp69f2c853b9293cae,2432898,Maersk,"2,900","1,391.05","November 9, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp6f55e6f95a511471,2286541,Maersk,"2,900","1,400.38","December 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp71a1bbaeb153a540,3452387,Maersk,"2,900","1,400.38","December 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp73ac00bcad784be6,1221101,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp74458441da29180,9471007,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp7eb3f7c30d476895,4923986,Maersk,"2,900","1,400.38","December 4, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp7f03c34a0bfdcfcc,2750811,Maersk,"2,900","1,400.38","December 7, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp82f2dffd6251e01a,4365584,Maersk,"2,900","1,400.38","December 13, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp83afb5391d7f454,3162625,Maersk,"2,900","1,400.38","December 13, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp86ee44be2463b4ad,9949028,Maersk,"2,900","1,400.38","December 11, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp8760c08d6e3acc15,5364441,Maersk,"2,900","1,400.38","December 4, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp87ee985bb8ad3991,8085363,Maersk,"2,900","1,400.38","December 11, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp8965d9646dc52788,2205845,Maersk,"2,900","1,400.38","December 11, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp89d12934cb758134,1740263,Maersk,"2,900","1,400.38","December 13, 2025, 8:00 AM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp8ab1dda58ef6d7ff,6908276,Maersk,"2,900","1,391.05","November 6, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp8af54e25227f376e,9003553,Maersk,"2,900","1,391.05","November 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp8b4c322dee83d88a,7010258,Maersk,"2,900","1,400.38","December 11, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp8bc1915bec09f5e3,6072716,Maersk,"2,900","1,400.38","December 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp8c650ccba20138d,5144524,Maersk,"2,900","1,391.05","November 6, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp8e5f4a0cc15da201,8697791,Maersk,"2,900","1,400.38","December 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp8efe31ae1f7f5777,3235770,Maersk,"2,900","1,400.38","December 11, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp90cde748f210e173,7499416,Maersk,"2,900","1,400.38","December 13, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp90ddaec03b3f26a8,2821158,Maersk,"2,900","1,400.38","December 11, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"October 1, 2025",shpfd199b11d87e6afd,8906892,SABIC - Maersk Arabia,"2,000","1,043.42","October 21, 2025, 3:00 PM",23.99,38.22,24.71,46.68,2,3
"December 1, 2025",shp92202bb156d7ddbc,5144684,Maersk,"2,900","1,400.38","December 4, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"November 1, 2025",shp97168d0e976b851d,5882064,Maersk,"2,900","1,391.05","November 10, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
"December 1, 2025",shp9a351aca8a78758d,3246394,Maersk,"2,900","1,400.38","December 8, 2025, 10:30 PM",27.01,49.6,21.48,39.17,2,3
